id,sub_component,tmscores2
1G0U,sub-component_all/1G0U_0-0-0-0_4.pdb,0.5639
5J09,sub-component_all/5J09_0-0-0-0_0.pdb,0.3483
6Z1F,sub-component_all/6Z1F_0-1-1-1_2.pdb,0.8461
7JZ2,sub-component_all/7JZ2_1-1-3_2.pdb,0.6661
6SQR,sub-component_all/6SQR_012.pdb,0.9654
7CGE,sub-component_all/7CGE_1-3-3_0.pdb,0.4904
6UWR,sub-component_all/6UWR_0-0-0-0_3.pdb,0.7879
6RO0,sub-component_all/6RO0_3-3-3_1.pdb,0.3257
5TRM,sub-component_all/5TRM_0-0-0-0_4.pdb,0.5277
1AVO,sub-component_all/1AVO_0-0-0-1_2.pdb,0.9602
6N3P,sub-component_all/6N3P_0-1-1-1_3.pdb,0.5828
1N8J,sub-component_all/1N8J_0-0-0-0_3.pdb,0.9922
2BX9,sub-component_all/2BX9_0-0-0-0_0.pdb,0.745
7CGE,sub-component_all/7CGE_0-3-3_0.pdb,0.6977
1AVO,sub-component_all/1AVO_0-0-0-0_0.pdb,0.3606
6RO0,sub-component_all/6RO0_0-0-0_0.pdb,0.4097
6X04,sub-component_all/6X04_1-1-1-1_2.pdb,0.3767
6ZEE,sub-component_all/6ZEE_0-1-1-1_1.pdb,0.7117
6ESQ,sub-component_all/6ESQ_0-0-1-2_2.pdb,0.984
6RO0,sub-component_all/6RO0_0-1-2_4.pdb,0.4419
7CGE,sub-component_all/7CGE_1-1-3_3.pdb,0.7671
6G94,sub-component_all/6G94_1-2-2-2_4.pdb,0.5519
6Z1F,sub-component_all/6Z1F_0-0-1-2_2.pdb,0.5018
6PYT,sub-component_all/6PYT_0-0-1-1_0.pdb,0.598
6Z1F,sub-component_all/6Z1F_1-1-1-2_3.pdb,0.9575
2VYR,sub-component_all/2VYR_0-1-1-1_2.pdb,0.3536
2DD4,sub-component_all/2DD4_0-0-1-1_2.pdb,0.8533
6N3P,sub-component_all/6N3P_0-1-1-1_1.pdb,0.5333
4BHU,sub-component_all/4BHU_0-1-1-1_1.pdb,0.4011
6SQR,sub-component_all/6SQR_223.pdb,0.4879
6ESQ,sub-component_all/6ESQ_0-2-2-2_1.pdb,0.9889
5CW7,sub-component_all/5CW7_0-0-0-0_0.pdb,0.2406
6ZEE,sub-component_all/6ZEE_0-0-1-1_1.pdb,0.5361
3M0W,sub-component_all/3M0W_0-0-0-0_1.pdb,0.4983
2VYR,sub-component_all/2VYR_0-1-1-1_1.pdb,0.3165
5ODC,sub-component_all/5ODC_001.pdb,0.9423
3K6C,sub-component_all/3K6C_0-0-0-0_1.pdb,0.9266
1X9F,sub-component_all/1X9F_0-2-2_1.pdb,0.6088
1X9F,sub-component_all/1X9F_1-1-1_4.pdb,0.7741
6J0B,sub-component_all/6J0B_0-0-0-1_2.pdb,0.549
6RO0,sub-component_all/6RO0_0-0-4_1.pdb,0.4611
6LQH,sub-component_all/6LQH_0-0-0-1_1.pdb,0.648
6E7D,sub-component_all/6E7D_0-0-0-1_1.pdb,0.7401
1X9F,sub-component_all/1X9F_1-1-3_3.pdb,0.6229
1YKK,sub-component_all/1YKK_0-0-0-0_2.pdb,0.3434
1YKK,sub-component_all/1YKK_0-0-0-0_0.pdb,0.4572
3BJQ,sub-component_all/3BJQ_0-0-0-0_0.pdb,0.565
6RO0,sub-component_all/6RO0_1-3-4_3.pdb,0.7466
7CGE,sub-component_all/7CGE_0-1-1_3.pdb,0.9613
1D0I,sub-component_all/1D0I_0-0-0-0_4.pdb,0.5573
6SQR,sub-component_all/6SQR_034.pdb,0.6403
5B04,sub-component_all/5B04_003.pdb,0.8224
6RO0,sub-component_all/6RO0_1-4-4_0.pdb,0.7133
1X0P,sub-component_all/1X0P_0-0-0-0_2.pdb,0.962
6RO0,sub-component_all/6RO0_3-3-3_2.pdb,0.3065
1YKK,sub-component_all/1YKK_1-1-1-1_4.pdb,0.5643
1M5Q,sub-component_all/1M5Q_0-0-0-0_2.pdb,0.739
3M1A,sub-component_all/3M1A_0-0-0-0_4.pdb,0.4714
5JQL,sub-component_all/5JQL_1-1-1-1_2.pdb,0.2148
4BHU,sub-component_all/4BHU_0-0-0-1_2.pdb,0.5175
2DD4,sub-component_all/2DD4_1-1-1-2_1.pdb,0.907
6RO0,sub-component_all/6RO0_1-2-4_2.pdb,0.444
1AVO,sub-component_all/1AVO_0-0-0-0_4.pdb,0.3546
3HHW,sub-component_all/3HHW_0-0-0-0_3.pdb,0.3123
6E7D,sub-component_all/6E7D_0-1-1-1_4.pdb,0.449
7JZ2,sub-component_all/7JZ2_1-3-3_1.pdb,0.9624
6SQR,sub-component_all/6SQR_134.pdb,0.9838
3ZIA,sub-component_all/3ZIA_014.pdb,0.8332
6RO0,sub-component_all/6RO0_3-4-4_0.pdb,0.5577
3ZIA,sub-component_all/3ZIA_005.pdb,0.4999
6G94,sub-component_all/6G94_0-1-2-2_3.pdb,0.763
4RDQ,sub-component_all/4RDQ_0-0-0-1_1.pdb,0.7592
4RSU,sub-component_all/4RSU_1-1-1-1_1.pdb,0.3038
6E7D,sub-component_all/6E7D_0-0-0-0_0.pdb,0.5885
6RO0,sub-component_all/6RO0_0-1-3_0.pdb,0.5459
2NV2,sub-component_all/2NV2_1-1-1-1_4.pdb,0.3494
6RD7,sub-component_all/6RD7_0-0-0-0_0.pdb,0.5792
3MQ7,sub-component_all/3MQ7_0-0-0-0_2.pdb,0.6513
6E7D,sub-component_all/6E7D_0-1-1-1_3.pdb,0.4664
1X9F,sub-component_all/1X9F_1-1-3_4.pdb,0.6543
1GH0,sub-component_all/1GH0_1-1-1_2.pdb,0.4566
5J09,sub-component_all/5J09_0-0-0-0_3.pdb,0.3524
3HHW,sub-component_all/3HHW_0-0-0-1_3.pdb,0.8594
6RO0,sub-component_all/6RO0_0-4-4_1.pdb,0.5094
3BFJ,sub-component_all/3BFJ_0-0-0-0_4.pdb,0.9839
7JZ2,sub-component_all/7JZ2_0-3-3_4.pdb,0.6388
2VYR,sub-component_all/2VYR_0-0-0-0_1.pdb,0.3404
1X9F,sub-component_all/1X9F_0-3-3_0.pdb,0.6485
2DD4,sub-component_all/2DD4_0-0-0-1_0.pdb,0.6933
2DD4,sub-component_all/2DD4_0-0-0-0_2.pdb,0.339
5TRM,sub-component_all/5TRM_0-0-0-0_2.pdb,0.4742
2EWC,sub-component_all/2EWC_0-0-0-0_0.pdb,0.7124
6RO0,sub-component_all/6RO0_4-4-4_2.pdb,0.5048
1GH0,sub-component_all/1GH0_1-1-1_4.pdb,0.4
5CW7,sub-component_all/5CW7_0-0-0-0_3.pdb,0.3108
6RO0,sub-component_all/6RO0_3-3-4_1.pdb,0.447
4EJ0,sub-component_all/4EJ0_0-0-0-0_4.pdb,0.6908
6RO0,sub-component_all/6RO0_3-4-4_4.pdb,0.3988
6ESQ,sub-component_all/6ESQ_0-0-2-2_1.pdb,0.9921
6RO0,sub-component_all/6RO0_2-2-2_2.pdb,0.4209
6SQR,sub-component_all/6SQR_004.pdb,0.6347
3ZK1,sub-component_all/3ZK1_0-0-0-0_2.pdb,0.9933
6RO0,sub-component_all/6RO0_0-1-4_4.pdb,0.5569
6PYT,sub-component_all/6PYT_0-0-1-1_2.pdb,0.6838
1GH0,sub-component_all/1GH0_0-0-0_4.pdb,0.4097
7JZ2,sub-component_all/7JZ2_1-1-3_3.pdb,0.7314
1Q95,sub-component_all/1Q95_0-0-0-1_4.pdb,0.9745
6KRB,sub-component_all/6KRB_0-0-0-0_4.pdb,0.4573
6G94,sub-component_all/6G94_0-1-1-2_4.pdb,0.9304
6SSI,sub-component_all/6SSI_1-1-1-1_0.pdb,0.3658
5B04,sub-component_all/5B04_000.pdb,0.428
7JZ2,sub-component_all/7JZ2_1-1-3_0.pdb,0.8543
1X9F,sub-component_all/1X9F_0-0-3_2.pdb,0.6654
6SQR,sub-component_all/6SQR_013.pdb,0.9838
6ESQ,sub-component_all/6ESQ_0-1-1-2_2.pdb,0.9522
2VYR,sub-component_all/2VYR_1-1-1-1_3.pdb,0.391
1Z6O,sub-component_all/1Z6O_1-1-1-1_3.pdb,0.4041
6M3X,sub-component_all/6M3X_0-0-0-0_4.pdb,0.5808
6ESQ,sub-component_all/6ESQ_0-0-2-2_3.pdb,0.601
6G94,sub-component_all/6G94_0-2-2-2_2.pdb,0.4315
6LQH,sub-component_all/6LQH_0-0-1-1_1.pdb,0.5548
6G94,sub-component_all/6G94_1-2-2-2_2.pdb,0.5759
6Z1F,sub-component_all/6Z1F_0-1-1-2_3.pdb,0.7336
6UWR,sub-component_all/6UWR_0-0-0-0_4.pdb,0.7817
5ODC,sub-component_all/5ODC_003.pdb,0.9742
6ZEE,sub-component_all/6ZEE_0-0-1-1_3.pdb,0.5344
7CGE,sub-component_all/7CGE_2-3-3_4.pdb,0.5175
7JZ2,sub-component_all/7JZ2_0-0-3_0.pdb,0.4094
6RO0,sub-component_all/6RO0_0-3-3_0.pdb,0.5099
2V7Q,sub-component_all/2V7Q_004.pdb,0.4984
3U6X,sub-component_all/3U6X_1-1-1-1_2.pdb,0.6123
1G63,sub-component_all/1G63_0-0-0-0_4.pdb,0.7357
6ESQ,sub-component_all/6ESQ_0-1-1-1_0.pdb,0.8802
5J09,sub-component_all/5J09_0-0-0-0_2.pdb,0.3528
